CO_PROCEDIMENTO,NO_PROCEDIMENTO
408030836,TRATAMENTO CIRÚRGICO DE DEFORMIDADE DA COLUNA VIA ANTERIOR DOIS NÍVEIS
408030844,TRATAMENTO CIRÚRGICO DE DEFORMIDADE DA COLUNA VIA ANTERIOR TRÊS NÍVEIS
408030852,TRATAMENTO CIRÚRGICO DE DEFORMIDADE DA COLUNA VIA POSTERIOR CINCO NÍVEIS
408030860,TRATAMENTO CIRÚRGICO DE DEFORMIDADE DA COLUNA VIA POSTERIOR SEIS NÍVEIS
408030879,TRATAMENTO CIRÚRGICO DE DEFORMIDADE DA COLUNA VIA POSTERIOR TRÊS NÍVEIS
408030887,TRATAMENTO CIRÚRGICO DE DEFORMIDADE DA COLUNA VIA POSTERIOR QUATRO NÍVEIS
408030895,TRATAMENTO CIRÚRGICO DE DEFORMIDADE DA COLUNA VIA POSTERIOR DOIS NÍVEIS
408030909,TRATAMENTO CIRÚRGICO DE DEFORMIDADE DA COLUNA VIA POSTERIOR SETE NÍVEIS
408030917,ARTRODESE CERVICAL / CERVICO TORÁCICA POSTERIOR QUATRO NÍVEIS
408040017,ARTRODESE COXOFEMORAL
408040025,ARTRODESE DA SÍNFISE PÚBICA
408040033,ARTRODESE DE ARTICULAÇÕES SACROILIACAS
408040041,ARTROPLASTIA DE QUADRIL (NÃO CONVENCIONAL)
408040050,ARTROPLASTIA PARCIAL DE QUADRIL
408040068,ARTROPLASTIA TOTAL DE CONVERSÃO DO QUADRIL
408040076,ARTROPLASTIA DE REVISÃO OU RECONSTRUÇÃO DO QUADRIL
408040084,ARTROPLASTIA TOTAL PRIMÁRIA DO QUADRIL CIMENTADA
408040092,ARTROPLASTIA TOTAL PRIMARIA DO QUADRIL NÃO CIMENTADA / HÍBRIDA
408040106,DESARTICULAÇÃO COXOFEMORAL
408040114,DESARTICULAÇÃO INTERÍLIO-ABDOMINAL
408040122,EPIFISIODESE DO TROCANTER MAIOR DO FÊMUR
408040130,EPIFISIODESE FEMORAL PROXIMAL IN SITU
408040149,OSTECTOMIA DA PELVE
408040157,OSTEOTOMIA DA PELVE
408040165,RECONSTRUÇÃO OSTEOPLASTICA DO QUADRIL
408040173,REDUÇÃO INCRUENTA C/ MANIPULAÇÃO DE LUXAÇÃO ESPONTÂNEA / PROGRESSIVA DO QUADRIL COM APLICAÇÃO DE DISPOSITIVOS DE CONTENÇÃO
408040181,REDUÇÃO INCRUENTA DE LUXAÇÃO CONGÊNITA COXOFEMORAL
408040190,REDUÇÃO INCRUENTA DE LUXAÇÃO COXOFEMORAL TRAUMÁTICA / PÓS-ARTROPLASTIA
408040203,REDUÇÃO INCRUENTA DISJUNÇÃO / LUXAÇÃO / FRATURA / FRATURA-LUXAÇÃO AO NÍVEL DO ANEL PÉLVICO
408040211,RETIRADA DE ENXERTO AUTÓGENO DE ILÍACO
408040220,REVISÃO CIRÚRGICA DE LUXAÇÃO COXOFEMORAL CONGÊNITA
408040238,TRANSPOSIÇÃO / ALONGAMENTO MIOTENDINOSO DO ILIOPSOAS EM DOENÇA NEUROMUSCULAR
408040246,TRATAMENTO CIRÚRGICO DA AVULSÃO DE TUBEROSIDADES / ESPINHAS E CRISTA ILÍACA S/ LESÃO DO ANEL PÉLVICO
408040254,TRATAMENTO CIRÚRGICO DE ASSOCIAÇÃO FRATURA / LUXAÇÃO / FRATURA-LUXAÇÃO / DISJUNÇÃO DO ANEL PÉLVICO
408040262,TRATAMENTO CIRÚRGICO DE FRATURA / LUXAÇÃO / FRATURA-LUXAÇÃO / DISJUNÇÃO DO ANEL PÉLVICO ANTERO-POSTERIOR
408040270,TRATAMENTO CIRÚRGICO DE FRATURA / LUXAÇÃO / FRATURA-LUXAÇÃO DO COCCIX
408040289,TRATAMENTO CIRÚRGICO DE FRATURA / LUXAÇÃO COXOFEMORAL C/ FRATURA DA EPÍFISE FEMORAL
408040297,TRATAMENTO CIRÚRGICO DE FRATURA DO ACETÁBULO
408040300,TRATAMENTO CIRÚRGICO DE FRATURA DO SACRO
408040319,TRATAMENTO CIRÚRGICO DE FRATURA-LUXAÇÃO DA ARTICULAÇÃO COXOFEMORAL (DUPLO ACESSO)
408040327,TRATAMENTO CIRURGICO DE LUXACAO COXO-FEMORAL CONGENITA
408040335,TRATAMENTO CIRURGICO DE LUXACAO COXO-FEMORAL TRAUMATICA / POS-ARTROPLASTIA
408040343,TRATAMENTO CIRURGICO DE LUXACAO ESPONTANEA / PROGRESSIVA / PARALITICA DO QUADRIL
408050012,AMPUTACAO / DESARTICULACAO DE MEMBROS INFERIORES
408050020,AMPUTACAO / DESARTICULACAO DE PE E TARSO
408050039,ARTRODESE DE MEDIAS / GRANDES ARTICULAÇÕES DE MEMBRO INFERIOR
408050047,ARTROPLASTIA DE JOELHO (NÃO CONVENCIONAL)
408050055,ARTROPLASTIA TOTAL DE JOELHO - REVISÃO / RECONSTRUÇÃO
408050063,ARTROPLASTIA TOTAL PRIMARIA DO JOELHO
408050071,ARTROPLASTIA UNICOMPARTIMENTAL PRIMARIA DO JOELHO
408050080,FASCIOTOMIA DE MEMBROS INFERIORES
408050098,INSTALACAO DE TRACAO ESQUELETICA DO MEMBRO INFERIOR
408050101,PATELECTOMIA TOTAL OU PARCIAL
408050110,QUADRICEPSPLASTIA
408050128,REALINHAMENTO DO MECANISMO EXTENSOR DO JOELHO
408050136,RECONSTRUÇÃODE TENDAO PATELAR / TENDAO QUADRICIPITAL
408050144,RECONSTRUÇÃO LIGAMENTAR DO TORNOZELO
408050152,RECONSTRUÇÃO LIGAMENTAR EXTRA-ARTICULAR DO JOELHO
408050160,RECONSTRUÇÃOLIGAMENTAR INTRA-ARTICULAR DO JOELHO (CRUZADO ANTERIOR)
408050179,RECONSTRUÇÃO LIGAMENTAR INTRA-ARTICULAR DO JOELHO (CRUZADO POSTERIOR COM OU SEM ANTERIOR)
408050195,REDUCAO INCRUENTA DA LUXACAO / FRATURA-LUXACAO METATARSO-FALANGIANA / INTERFALANGIANA DO PE
408050209,REDUCAO INCRUENTA DE FRATURA / LESAO FISARIA DOS METATARSIANOS
408050217,REDUCAO INCRUENTA DE FRATURA / LUXACAO / FRATURA-LUXACAO DO TORNOZELO
408050225,REDUCAO INCRUENTA DE FRATURA DIAFISARIA / LESAO FISARIA DISTAL DA TIBIA C/ OU S/ FRATURA DA FIBULA
408050233,REDUCAO INCRUENTA DE FRATURA DIAFISARIA / LESAO FISARIA PROXIMAL DO FEMUR
408050241,REDUCAO INCRUENTA DE FRATURA DOS OSSOS DO TARSO
408050250,REDUCAO INCRUENTA DE FRATURA OU LESAO FISARIA DO JOELHO
408050268,REDUCAO INCRUENTA DE LUXACAO / FRATURA-LUXACAO DO JOELHO
408050276,REDUCAO INCRUENTA DE LUXACAO FEMURO-PATELAR
408050284,REDUCAO INCRUENTA DE LUXACAO OU FRATURA / LUXACAO SUBTALAR E INTRATARSICA
408050292,REDUCAO INCRUENTA DE LUXACAO OU FRATURA / LUXACAO TARSO-METATARSICA
408050306,REIMPLANTE AO NIVEL DA COXA ATE O TERCO PROXIMAL DA PERNA
408050314,REIMPLANTE DO TERCO MEDIO DA PERNA ATE O PE
408050322,REPARO DE BAINHA TENDINOSA AO NIVEL DO TORNOZELO
408050330,REVISÃO CIRURGICA DE COTO DE AMPUTAÇÃO EM MEMBRO INFERIOR (EXCETO DEDOS DO PÉ)
408050349,REVISÃO CIRÚRGICA DO PE TORTO CONGENITO
408050357,SINDACTILIA CIRURGICA DOS DEDOS DO PE (PROCEDIMENTO TIPO KELIKIAN)
408050365,TALECTOMIA
408050373,TENOSINOVECTOMIA EM MEMBRO INFERIOR
408050381,TRANSFERÊNCIA DO GRANDE TROCANTER (PROCEDIMENTO ISOLADO)
408050390,TRANSFERENCIA MUSCULAR / TENDINOSA NO MEMBRO INFERIOR
408050403,TRANSPLANTE DE MENISCO
408050411,TRANSPOSIÇÃO DA FIBULA PARA A TIBIA
408050420,TRATAMENTO CIRÚRGICO DAS DESINSERCOES DAS ESPINHAS INTERCONDILARES / EPICONDILARES
408050438,TRATAMENTO CIRURGICO DE AVULSAO DO GRANDE E DO PEQUENO TROCANTER
408050446,TRATAMENTO CIRÚRGICO DE COALIZÃO TARSAL
408050454,TRATAMENTO CIRURGICO DE FRATURA / LESAO FISARIA DE OSSOS DO MEDIO-PE
408050462,TRATAMENTO CIRURGICO DE FRATURA / LESAO FISARIA DOS METATARSIANOS
408050470,TRATAMENTO CIRURGICO DE FRATURA / LESAO FISARIA DOS PODODACTILOS
408050489,TRATAMENTO CIRURGICO DE FRATURA / LESAO FISARIA PROXIMAL (COLO) DO FEMUR (SINTESE)
408050497,TRATAMENTO CIRÚRGICO DE FRATURA BIMALEOLAR / TRIMALEOLAR / DA FRATURA-LUXAÇÃO DO TORNOZELO
408050500,TRATAMENTO CIRÚRGICO DE FRATURA DA DIÁFISE DA TÍBIA
408050519,TRATAMENTO CIRÚRGICO DE FRATURA DA DIÁFISE DO FÊMUR
408050527,TRATAMENTO CIRÚRGICO DE FRATURA DA PATELA POR FIXAÇÃO INTERNA
408050535,TRATAMENTO CIRÚRGICO DE FRATURA DO CALCÂNEO
408050543,TRATAMENTO CIRÚRGICO DE FRATURA DO PILÃO TIBIAL
408050551,TRATAMENTO CIRÚRGICO DE FRATURA DO PLANALTO TIBIAL
408050560,TRATAMENTO CIRÚRGICO DE FRATURA DO TALUS
408050578,TRATAMENTO CIRÚRGICO DE FRATURA DO TORNOZELO UNIMALEOLAR
408050586,TRATAMENTO CIRÚRGICO DE FRATURA INTERCONDILEANA / DOS CÔNDILOS DO FÊMUR
408050594,TRATAMENTO CIRÚRGICO DE FRATURA LESÃO FISÁRIA AO NÍVEL DO JOELHO
408050608,TRATAMENTO CIRÚRGICO DE FRATURA LESÃO FISÁRIA DISTAL DE TÍBIA
408050616,TRATAMENTO CIRÚRGICO DE FRATURA SUBTROCANTERIANA
408050624,TRATAMENTO CIRÚRGICO DE FRATURA SUPRACONDILEANA DO FÊMUR (METÁFISE DISTAL)
408050632,TRATAMENTO CIRÚRGICO DE FRATURA TRANSTROCANTERIANA
408050640,TRATAMENTO CIRÚRGICO DE GIGANTISMO DO PÉ
408050659,TRATAMENTO CIRÚRGICO DE HALUX VALGUS COM OSTEOTOMIA DO PRIMEIRO OSSO METATARSIANO
408050667,TRATAMENTO CIRÚRGICO DE LESÃO AGUDA CAPSULO-LIGAMENTAR MEMBRO INFERIOR (JOELHO / TORNOZELO)
408050675,TRATAMENTO CIRÚRGICO DE LESÃO EVOLUTIVA FISÁRIA NO MEMBRO INFERIOR
408050683,TRATAMENTO CIRÚRGICO DE LUXAÇÃO / FRATURA-LUXAÇÃO AO NÍVEL DO JOELHO
408050691,TRATAMENTO CIRÚRGICO DE LUXAÇÃO / FRATURA-LUXAÇÃO METATARSO-FALANGIANA / INTER-FALANGIANA
408050705,TRATAMENTO CIRÚRGICO DE LUXAÇÃO / FRATURA-LUXAÇÃO SUBTALAR E INTRA-TARSICA
408050713,TRATAMENTO CIRÚRGICO DE LUXAÇÃO / FRATURA-LUXAÇÃO TARSO-METATARSICA
408050721,TRATAMENTO CIRÚRGICO DE METATARSO PRIMO VARO
408050730,TRATAMENTO CIRÚRGICO DE PÉ CAVO
408050748,TRATAMENTO CIRÚRGICO DE PÉ PLANO VALGO
408050756,TRATAMENTO CIRÚRGICO DE PÉ TALO VERTICAL
408050764,TRATAMENTO CIRÚRGICO DE PÉ TORTO CONGÊNITO
408050772,TRATAMENTO CIRÚRGICO DE PÉ TORTO CONGÊNITO INVETERADO
408050780,TRATAMENTO CIRÚRGICO DE PSEUDARTROSE / RETARDO DE CONSOLIDAÇÃO / PERDA ÓSSEA AO NÍVEL DO TARSO
408050799,TRATAMENTO CIRÚRGICO DE PSEUDARTROSE / RETARDO DE CONSOLIDAÇÃO / PERDA ÓSSEA DA DIÁFISE DO FÊMUR
408050802,TRATAMENTO CIRÚRGICO DE PSEUDARTROSE / RETARDO DE CONSOLIDAÇÃO / PERDA ÓSSEA DA REGIÃO TROCANTERIANA
408050810,TRATAMENTO CIRÚRGICO DE PSEUDARTROSE / RETARDO DE CONSOLIDAÇÃO / PERDA ÓSSEA DO COLO DO FÊMUR
408050829,TRATAMENTO CIRÚRGICO DE PSEUDARTROSE / RETARDO DE CONSOLIDAÇÃO / PERDA ÓSSEA DO PÉ
408050837,TRATAMENTO CIRÚRGICO DE PSEUDARTROSE / RETARDO DE CONSOLIDAÇÃO / PERDA ÓSSEA METÁFISE DISTAL DO FÊMUR
408050845,TRATAMENTO CIRÚRGICO DE PSEUDARTROSE / RETARDO DE CONSOLIDAÇÃO AO NÍVEL DO JOELHO
408050853,TRATAMENTO CIRÚRGICO DE PSEUDARTROSE CONGÊNITA DA TÍBIA
408050861,TRATAMENTO CIRÚRGICO DE PSEUDARTROSE / RETARDO DE CONSOLIDAÇÃO / PERDA ÓSSEA DA DIÁFISE TIBIAL
408050870,TRATAMENTO CIRÚRGICO DE PSEUDARTROSE / RETARDO DE CONSOLIDAÇÃO/ PERDA ÓSSEA DA METÁFISE TIBIAL
408050888,TRATAMENTO CIRÚRGICO DE ROTURA DE MENISCO COM SUTURA MENISCAL UNI / BICOMPATIMENTAL
408050896,TRATAMENTO CIRÚRGICO DE ROTURA DO MENISCO COM MENISCECTOMIA PARCIAL / TOTAL
408050900,TRATAMENTO CIRÚRGICO DO HALUX RIGIDUS
408050918,TRATAMENTO CIRÚRGICO DO HALUX VALGUS S/ OSTEOTOMIA DO PRIMEIRO OSSO METATARSIANO
408050926,TRATAMENTO DAS LESÕES OSTEO-CONDRAIS POR FIXAÇÃO OU MOSAICOPLASTIA JOELHO/TORNOZELO
408060018,ALONGAMENTO / ENCURTAMENTO MIOTENDINOSO
408060026,ALONGAMENTO E/OU TRANSPORTE DE OSSOS DA MÃO E/OU DO PÉ
408060034,ALONGAMENTO E/OU TRANSPORTE ÓSSEO DE OSSOS LONGOS (EXCETO DA MÃO E DO PÉ)
408060042,AMPUTAÇÃO / DESARTICULAÇÃO DE DEDO
408060050,ARTRODESE DE PEQUENAS ARTICULAÇÕES
408060069,ARTROPLASTIA DE RESSECÇÃO DE MÉDIA / GRANDE ARTICULAÇÃO
408060077,ARTROPLASTIA DE RESSECÇÃO DE PEQUENAS ARTICULAÇÕES
408060085,BURSECTOMIA
408060093,DESCOMPRESSÃO COM ESVAZIAMENTO MEDULAR POR BROCAGEM / VIA CORTICOTOMIA
408060107,DIAFISECTOMIA DE OSSOS LONGOS
408060115,ENCURTAMENTO DE OSSOS LONGOS EXCETO DA MÃO E DO PÉ
408060123,EXPLORAÇÃO ARTICULAR C/ OU S/ SINOVECTOMIA DE MÉDIAS / GRANDES ARTICULAÇÕES
408060131,EXPLORAÇÃO ARTICULAR C/ OU S/ SINOVECTOMIA DE PEQUENAS ARTICULAÇÕES
408060140,FASCIECTOMIA
408060158,MANIPULAÇÃO ARTICULAR
408060166,OSTECTOMIA DE OSSOS DA MÃO E/OU DO PÉ
408060174,OSTECTOMIA DE OSSOS LONGOS EXCETO DA MÃO E DO PÉ
408060182,OSTEOTOMIA DE OSSOS DA MÃO E/OU DO PÉ
408060190,OSTEOTOMIA DE OSSOS LONGOS EXCETO DA MÃO E DO PÉ
408060204,REINSERÇÃO MUSCULAR
408060212,RESSECÇÃO DE CISTO SINOVIAL
408060220,RESSECÇÃO DE EXOSTOSE
408060239,RESSECÇÃO DE TUMOR E RECONSTRUÇÃO C/ RETALHO MICROCIRÚRGICO
408060247,RESSECÇÃO DE TUMOR E RECONSTRUÇÃO C/ RETALHO NÃO MICROCIRÚRGICO (EXCETO MÃO E PÉ)
408060255,RESSECÇÃO DE TUMOR E RECONSTRUÇÃO C/ TRANSPORTE ÓSSEO
408060263,RESSECÇÃO DE TUMOR ÓSSEO C/ SUBSTITUIÇÃO (ENDOPRÓTESE)
408060271,RESSECÇÃO DE TUMOR ÓSSEO E RECONSTRUÇÃO C/ ENXERTO
408060280,RESSECÇÃO DE TUMOR ÓSSEO E RECONSTRUÇÃO C/ RETALHO NÃO MICROCIRÚRGICO (APENAS MÃO E PÉ)
408060298,RESSECÇÃO DE TUMOR ÓSSEO E RECONSTRUÇÃO POR DESLIZAMENTO
408060301,RESSECÇÃO MUSCULAR
408060310,RESSECÇÃO SIMPLES DE TUMOR ÓSSEO / DE PARTES MOLES
408060328,RETIRADA DE CORPO ESTRANHO INTRA-ARTICULAR
408060336,RETIRADA DE CORPO ESTRANHO INTRA-ÓSSEO
408060344,RETIRADA DE ESPAÇADORES / OUTROS MATERIAIS
408060352,RETIRADA DE FIO OU PINO INTRA-ÓSSEO
408060360,RETIRADA DE FIXADOR EXTERNO
408060379,RETIRADA DE PLACA E/OU PARAFUSOS
408060387,RETIRADA DE PRÓTESE DE SUBSTITUIÇÃO DE GRANDES ARTICULAÇÕES (OMBRO / COTOVELO / QUADRIL / JOELHO)
408060395,RETIRADA DE PRÓTESE DE SUBSTITUIÇÃO EM PEQUENAS E MÉDIAS ARTICULAÇÕES
408060409,RETIRADA DE TRAÇÃO TRANS-ESQUELÉTICA
408060417,RETRAÇÃO CICATRICIAL DOS DEDOS COM COMPROMETIMENTO TENDINOSO (POR DEDO)
408060425,REVISÃO CIRÚRGICA DE COTO DE AMPUTAÇÃO DOS DEDOS
408060433,TENODESE
408060441,TENÓLISE
408060450,TENOMIORRAFIA
408060468,TENOMIOTOMIA / DESINSERÇÃO
408060476,TENOPLASTIA OU ENXERTO DE TENDÃO UNICO
408060484,TENORRAFIA ÚNICA EM TÚNEL OSTEO-FIBROSO
408060492,TRANSPLANTE DO HALUX P/ O POLEGAR
408060506,TRANSPLANTE DO SEGUNDO PODODÁCTILO PARA POLEGAR / QUALQUER OUTRO DEDO DA MÃO
408060514,TRANSPLANTE MÚSCULO-CUTÂNEO C/ MICRO-ANASTOMOSE NO TRONCO / EXTREMIDADE
408060522,TRANSPLANTE OSTEO-MÚSCULO-CUTÂNEO C/ MICRO-ANASTOMOSE NO TRONCO OU EXTREMIDADES
408060530,TRANSPOSIÇÃO / TRANSFERÊNCIA MIOTENDINOSA MÚLTIPLA
408060549,TRANSPOSIÇÃO / TRANSFERÊNCIA MIOTENDINOSA ÚNICA
408060557,TRATAMENTO CIRÚRGICO DE ARTRITE INFECCIOSA (GRANDES E MÉDIAS ARTICULAÇÕES)
408060565,TRATAMENTO CIRÚRGICO DE ARTRITE INFECCIOSA DAS PEQUENAS ARTICULAÇÕES
408060573,TRATAMENTO CIRÚRGICO DE DEDO EM MARTELO / EM GARRA (MÃO E PÉ)
408060581,TRATAMENTO CIRÚRGICO DE DEFORMIDADE ARTICULAR POR RETRACAO TENO-CAPSULO-LIGAMENTAR
408060590,TRATAMENTO CIRÚRGICO DE FRATURA VICIOSAMENTE CONSOLIDADA DOS OSSOS LONGOS EXCETO DA MÃO E DO PÉ
408060603,TRATAMENTO CIRÚRGICO DE HERNIA MUSCULAR
408060611,TRATAMENTO CIRÚRGICO DE INFECÇÃO EM ARTROPLASTIA DAS MÉDIAS / PEQUENAS ARTICULAÇÕES
408060620,TRATAMENTO CIRÚRGICO DE INFECÇÃO PÓS-ARTROPLASTIA (GRANDES ARTICULAÇÕES)
408060638,TRATAMENTO CIRÚRGICO DE LUXAÇÃO / FRATURA-LUXAÇÃO METATARSO INTER-FALANGEANA
408060646,TRATAMENTO CIRÚRGICO DE MÃO OU PÉ EM FENDA / DEDO BÍFIDO / MACRODACTILIA / POLIDACTILIA
408060654,TRATAMENTO CIRÚRGICO DE POLIDACTILIA NÃO ARTICULADA
408060662,TRATAMENTO CIRÚRGICO DE POLIDACTILIA ARTICULADA
408060670,TRATAMENTO CIRÚRGICO DE RETRAÇÃO MUSCULAR
408060689,TRATAMENTO CIRÚRGICO DE RUTURA DO APARELHO EXTENSOR DO DEDO
408060697,TRATAMENTO CIRÚRGICO DE SINDACTILIA COMPLEXA (C/ FUSÃO ÓSSEA)
408060700,TRATAMENTO CIRÚRGICO DE SINDACTILIA SIMPLES (DOIS DEDOS)
408060719,VIDEOARTROSCOPIA
409010014,CAPSULECTOMIA RENAL
409010022,CISTECTOMIA PARCIAL
409010030,CISTECTOMIA TOTAL
409010049,CISTECTOMIA TOTAL E DERIVACAO EM 1 SÓ TEMPO
409010057,CISTOENTEROPLASTIA
409010065,CISTOLITOTOMIA E/OU RETIRADA DE CORPO ESTRANHO DA BEXIGA
409010073,CISTOPLASTIA (CORREÇÃO DE EXTROFIA VESICAL)
409010081,CISTORRAFIA
409010090,CISTOSTOMIA
409010103,COLOCAÇÃO PERCUTÂNEA DE CATETER PIELO-URETERO-VESICAL UNILATERAL.
409010111,DILATAÇÃO PERCUTÂNEA DE ESTENOSES URETERAIS E JUNÇÃO URETERO-VESICAL
409010120,DIVERTICULECTOMIA VESICAL
409010138,DRENAGEM DE ABSCESSO RENAL / PERI-RENAL
409010146,EXTRAÇÃO ENDOSCÓPICA DE CÁLCULO EM PELVE RENAL
409010154,EXTRACAO ENDOSCOPICA DE CORPO ESTRANHO / CALCULO EM URETER
409010162,IMPLANTE DE CATETER URETERAL POR TÉCNICA CISTOSCOPICA
409010170,INSTALAÇÃO ENDOSCÓPICA DE CATETER DUPLO J
409010189,LITOTRIPSIA
409010197,LOMBOTOMIA
409010200,NEFRECTOMIA PARCIAL
409010219,NEFRECTOMIA TOTAL
409010227,NEFROLITOTOMIA
409010235,NEFROLITOTOMIA PERCUTÂNEA
409010243,NEFROPEXIA
409010251,NEFROPIELOSTOMIA
409010260,NEFRORRAFIA
409010278,NEFROSTOMIA (POR PUNÇÃO)
409010286,NEFROSTOMIA COM OU SEM DRENAGEM
409010294,NEFROSTOMIA PERCUTÂNEA
409010308,NEFROURETERECTOMIA TOTAL
409010316,PIELOLITOTOMIA
409010324,PIELOPLASTIA
409010332,PIELOSTOMIA
409010340,PIELOTOMIA
409010359,PUNÇÃO/ASPIRAÇÃO DA BEXIGA
409010367,RESSECÇÃO DO COLOVESICAL / TUMOR VESICAL A CÉU ABERTO
409010375,RESSECÇÃO ENDOSCÓPICADA EXTREMIDADE DISTAL DO URETER
409010383,RESSECCAO ENDOSCOPICA DE LESÃO VESICAL
409010391,RETIRADA PERCUTÂNEA DE CÁLCULO URETERAL COM CATETER
409010405,SINFISIOTOMIA DO RIM EM FERRADURA (NEFROPLASTIA)
409010413,TRATAMENTO CIRÚRGICO DE BEXIGA NEUROGÊNICA
409010421,TRATAMENTO CIRÚRGICO DE CISTO DE RIM POR PUNÇÃO
409010430,TRATAMENTO CIRÚRGICO DE CISTOCELE
409010448,TRATAMENTO CIRÚRGICO DE FÍSTULA VESICO-CUTANEA
409010456,TRATAMENTO CIRÚRGICO DE FÍSTULA VESICO-ENTERICA
409010464,TRATAMENTO CIRÚRGICO DE FÍSTULA VESICO-RETAL
409010472,TRATAMENTO CIRÚRGICO DE FÍSTULAS URETERAIS
409010480,TRATAMENTO CIRÚRGICO DE HEMORRAGIA VESICAL(FORMOLIZAÇÃO DA BEXIGA)
409010499,TRATAMENTO CIRURGICO DE INCONTINENCIA URINARIA VIA ABDOMINAL
409010502,TRATAMENTO CIRÚRGICO DE REFLUXO VESICO-URETERAL
409010510,TRATAMENTO CIRÚRGICO DE URETEROCELE
409010529,URETERECTOMIA
409010537,URETEROCISTONEOSTOMIA
409010545,URETEROENTEROPLASTIA
409010553,URETEROENTEROSTOMIA
409010561,URETEROLITOTOMIA
409010570,URETEROPLASTIA
409010588,URETEROSTOMIA CUTÂNEA
409010596,URETEROLITOTRIPSIA TRANSURETEROSCÓPICA
409020010,DRENAGEM DE COLEÇÃO PERI-URETRAL
409020028,DRENAGEM DE FLEIMÃOURINOSO
409020036,EXTRACAO ENDOSCOPICA DE CORPO ESTRANHO / CALCULO NA URETRA C/ CISTOSCOPIA
409020044,INJEÇÃO DE GORDURA /TEFLON PERI-URETRAL
409020052,LIGADURA / SECÇÃO DE VASOS ABERRANTES
409020060,MEATOTOMIA ENDOSCÓPICA
409020079,MEATOTOMIA SIMPLES
409020087,RESSECÇÃO DE CARÚNCULAURETRAL.
409020095,RESSECCAO DE PROLAPSO DA MUCOSA DA URETRA
409020109,RESSECÇÃO E FECHAMENTO DE FÍSTULA URETRAL
409020117,TRATAMENTO CIRÚRGICO DEINCONTINÊNCIA URINÁRIA
409020125,URETROPLASTIA (RESSECÇÃO DE CORDA)
409020133,URETROPLASTIA AUTÓGENA
409020141,URETROPLASTIA HETEROGENEA
409020150,URETRORRAFIA
409020168,URETROSTOMIA PERINEAL / CUTÂNEA / EXTERNA
409020176,URETROTOMIA INTERNA
409020184,URETROTOMIA PARA RETIRADA DE CÁLCULO OU CORPO ESTRANHO
409030015,DRENAGEM DE ABSCESSO PROSTÁTICO
409030023,PROSTATECTOMIA SUPRAPÚBICA
409030031,PROSTATOVESICULECTOMIA RADICAL
409030040,RESSECÇÃO ENDOSCÓPICA DE PRÓSTATA
409040010,DRENAGEM DE ABSCESSO DA BOLSA ESCROTAL
409040029,DRENAGEM DE ABSCESSO DO EPIDIDIMO E/OU CANAL DEFERENTE
409040037,EPIDIDIMECTOMIA
409040045,EPIDIDIMECTOMIA COM ESVAZIAMENTO GANGLIONAR
409040053,ESPERMATOCELECTOMIA
409040061,EXÉRESE DE CISTO DE BOLSA ESCROTAL
409040070,EXÈRESE DE CISTO DE EPIDÍDIMO
409040088,EXÉRESE DE LESÃO DO CORDÃO ESPERMÁTICO
409040096,EXPLORACAO CIRURGICA DA BOLSA ESCROTAL
409040100,EXPLORAÇÃO CIRÚRGICADO CANAL DEFERENTE
409040118,NEOSTOMIA DE EPIDÍDIMO / CANAL DEFERENTE
409040126,ORQUIDOPEXIA BILATERAL
409040134,ORQUIDOPEXIA UNILATERAL
409040142,ORQUIECTOMIA SUBCAPSULAR BILATERAL
409040150,ORQUIECTOMIA UNI OU BILATERAL COM ESVAZIAMENTO GANGLIONAR
409040169,ORQUIECTOMIA UNILATERAL
409040177,PLÁSTICA DA BOLSAESCROTAL
409040185,REPARAÇÃO E OPERAÇÃO PLÁSTICA DO TESTÍCULO
409040193,RESSECÇÃO PARCIAL DABOLSA ESCROTAL
409040207,TRATAMENTO CIRURGICO DE ELEFANTIASE DA BOLSA ESCROTAL
409040215,TRATAMENTO CIRÚRGICO DE HIDROCELE
409040223,TRATAMENTO CIRÚRGICO DE TORÇÃO DO TESTÍCULO DO CORDÃO ESPERMÁTICO
409040231,TRATAMENTO CIRÚRGICO DE VARICOCELE
409040240,VASECTOMIA
409050016,AMPUTAÇÃO DE PÊNIS
409050024,CORREÇÃO DE EPISPÁDIA
409050032,CORRECAO DE HIPOSPADIA (1º TEMPO)
409050040,CORREÇÃO DE HIPOSPADIA (SEGUNDO TEMPO)
409050059,LIBERAÇÃO/PLASTIA DE PREPÚCIO
409050067,PLÁSTICA DE FREIO BÁLANO-PREPUCIAL
409050075,PLASTICA TOTAL DO PENIS
409050083,POSTECTOMIA
409050091,RESTAURAÇÃO DA FUNÇÃO ERÉTIL DO PÊNIS
409050105,TRATAMENTO CIRURGICO DE ELEFANTIASE DO PENIS
409050113,TRATAMENTO CIRURGICO DE PRIAPRISMO
409050130,CIRURGIAS COMPLEMENTARES DE REDESIGNAÇÃO SEXUAL
409050148,REDESIGNAÇÃO SEXUAL NO SEXO MASCULINO
409050164,NEOFALOPLASTIA EM HOMENS TRANS
409060011,CERCLAGEM DE COLO DO UTERO
409060020,COLPOPERINEOPLASTIA ANTERIOR E POSTERIOR C/ AMPUTACAO DE COLO
409060038,EXCISÃO TIPO 3 DO COLO UTERINO
409060046,CURETAGEM SEMIOTICA C/ OU S/ DILATACAO DO COLO DO UTERO
409060054,CURETAGEM UTERINA EM MOLA HIDATIFORME
409060062,DILATACAO DE COLO DO UTERO
