CO_PROCEDIMENTO,Descricao,ValorTUNEP
702030929,PLACA DE RECONSTRUCAO DE BACIA mm inclui PARAFUSO,"3,50"
702030996,PLACA EM T mm inclui PARAFUSOS,"3,50"
702030961,PLACA EM L mm inclui PARAFUSOS,"3,50"
702031011,PLACA EM TREVO mm inclui PARAFUSOS,"3,50"
702030830,PLACA / TUBULAR mm inclui PARAFUSOS,"1,00"
702031089,PLACA SEMITUBULAR mm inclui PARAFUSOS,"3,50"
702030988,PLACA EM T mm inclui PARAFUSOS,"2,70"
702030953,PLACA EM L mm inclui PARAFUSOS,"2,70"
702031070,PLACA SEMITUBULAR mm inclui PARAFUSOS,"2,70"
702030864,PLACA CALCO (INCLUI PARAFUSOS),"240,00"
702030821,PLACA/PARAFUSO DESLIZANTE DE  GRAUS (INCLUI PARAFU,"95,00"
702031038,PLACA OCCIPUTO-CERVICAL (),"1,00"
702050466,PLACAS CERVICAIS ASSOCIADAS A PARAFUSOS PARA FIXACA,"1.180,00"
702050458,PLACAS CERVICAIS ASSOCIADAS A PARAFUSOS INTRA-SOMA,"2.230,00"
702050490,PLACAS TORACO-LOMBO-SACRAL ASSOCIADAS A PARAFUSO,"2.530,00"
702031100,PLACAS TORACO-LOMBO-SACRAL ASSOCIADAS A PARAFUSO,"2.070,00"
702031046,PLACA PARA CALCANEO,"270,00"
702030813,PLACA/PARAFUSO DESLIZANTE DE  ou  GRAUS,"135,00"
702031054,PLACA PONTE  MM (INCLUI PARAFUSOS),"3,50"
702031062,PLACA PONTE  mm,"4,50"
702050474,PLACA DE RECONSTRUCAO DE TITANIO P/FRATURA DE MAND,"894,00"
702050482,PLACA ESPECIFICA DE TITANIO P/MINI OU MICRO FRAGMENTO,"281,00"
702030511,HASTE INTRAMEDULAR BLOQUEADA DE FEMUR inclui PARAFU,"816,00"
702030520,HASTE INTRAMEDULAR BLOQUEADA DE TIBIA inclui PARAFUS,"790,50"
702030538,HASTE INTRAMEDULAR BLOQUEADA DE eMERO inclui PARAFU,"816,00"
702030481,HASTE FEMORAL CURTA COM BLOQUEIO CEFALICO inclui PAR,"756,50"
702030490,HASTE FEMORAL LONGA COM BLOQUEIO CEFALICO inclui PAR,"799,00"
702030554,HASTE INTRAMEDULAR NAO BLOQUEADA,"110,50"
702030546,HASTE INTRAMEDULAR FLEXIVEL PARA USO INFANTIL,"130,00"
702030465,HASTE DE ENDER,"60,00"
702030473,HASTE DE RUSH,"41,00"
702050300,HASTE DE COMPRESSAO (),"1,00"
702050318,HASTE DE DISTRACAO (),"1,00"
702050326,HASTE LISA TIPO LUQUE LISA (),"1,00"
702050512,RETANGULO TIPO HARTSHILL OU SIMILAR (),"1,00"
702050334,HASTES PARA ASSOCIACAO COM PARAFUSOS; DE TITANIO (,"1,00"
702031267,SISTEMA DE FIXACAO OCCIPUTO-CERVICAL ASSOCIADO A PA,"1.345,00"
702030058,ARRUELAS; DE TITANIO PARA CIRURGIA DA COLUNA (),"1,00"
702050520,SISTEMA PARA FIXACAO TRANSVERSAL; DE TITANIO (),"1,00"
702030570,HASTE INTRAMEDULAR TIBIO-TARSICA (),"1,00"
702030562,HASTE INTRAMEDULAR RETROGRADA INCLUINDO OS PARAFU,"790,50"
702050156,DISPOSITIVO INTERSOMATICO DE MANUTENCAO DE ESPACO,"1.250,00"
702030040,ARRUELA LISA,"6,00"
702030031,ARRUELA DENTEADA,"35,00"
702030791,PINO DE KNOWLES,"40,00"
702030449,GRAMPO,"19,00"
702050148,DISPOSITIVO DE BLOQUEIO (),"1,00"
702030708,PARAFUSO CORTICAL mm,"4,50"
702030694,PARAFUSO CORTICAL mm,"3,50"
702030732,PARAFUSO ESPONJOSO mm,"6,50"
702030724,PARAFUSO ESPONJOSO mm,"4,00"
702030740,PARAFUSO MALEOLAR,"17,00"
702030643,PARAFUSO CANULADO mm,"7,00"
702030635,PARAFUSO CANULADO mm,"4,50"
702030627,PARAFUSO CANULADO mm,"3,50"
702030619,MINI PARAFUSO DE AUTO COMPRESSAO,"120,00"
702030759,PARAFUSO DE INTERFERENCIA METALICO,"120,00"
702030716,PARAFUSO DE INTERFERENCIA DE TITANIO,"378,00"
702030651,PARAFUSO CANULADO MINI,"200,00"
702030660,PARAFUSO CORTICAL mm,"1,50"
702030678,PARAFUSO CORTICAL mm,"2,00"
702030686,PARAFUSO CORTICAL mm,"2,70"
702050237,GANCHO LAMINAR SUPERIOR DE DISTRACAO-SISTEMA HARR,"610,00"
702050229,GANCHO LAMINAR INFERIOR DE DISTRACAO-SISTEMA HARRIN,"610,00"
702050245,GANCHOS LAMINARES DE COMPRESSAO-SISTEMA HARRINGT,"610,00"
702050415,PARAFUSOS ASSOCIAVEIS A PLACAS TORACO-LOMBO-SACRA,"193,00"
702050377,PARAFUSOS ASSOCIAVEIS A PLACAS TORACO-LOMBO-SACRA,"378,00"
702030783,PARAFUSOS CANULADO AUTO-ROSCANTE PARA FIXACAO DE,"620,00"
702050407,PARAFUSOS ASSOCIAVEIS A PLACAS CERVICAIS; DE TITANIO,"162,00"
702030384,FIXADOR EXTERNO CIRCULAR OU SEMI-CIRCULAR (),"1,00"
702030406,FIXADOR EXTERNO LINEAR,"450,00"
702030392,FIXADOR EXTERNO HIBRIDO (),"1,00"
702030414,FIXADOR EXTERNO PARA PUNHO,"390,00"
702030422,FIXADOR EXT. TIPO PLATAFORMA / SIST. DE ALONGAMENTO O,"820,00"
702030600,MINI FIXADOR EXTERNO,"270,00"
702030368,FIXADOR EXTERNO C/SISTEMA CORRECAO ANGULAR E/OU R,"1.050,00"
702030350,FIXADOR EXTERNO C/SISTEMA DE ALONGAMENTO MONOFOC,"820,00"
702030376,FIXADOR EXTERNO C/SISTEMA DE PEQUENOS FRAGMENTOS,"1.050,00"
702030805,PINO DE SHANTZ,"22,00"
702010030,CATETER ATRIAL/PERITONEAL,"140,65"
702010057,CATETER VENTRICULAR COM RESERVATORIO,"98,87"
702010111,CONJUNTO PARA HIDROCEFALIA PARAE BAIXO PERFIL,"845,80"
702010090,CONJUNTO DE CATETER DE DRENAGEM EXTERNA E MPIC,"525,02"
702010200,SHUNT LOMBO-PERITONAL,"567,70"
702010081,"CONECTOR EM ""Y""ou RETO ","78,43"
702010120,CONJUNTO PARA HIDROCEFALIA STANDARD,"613,65"
702010219,VALVULA PARA HIDROCEFALIA,"303,53"
702010065,CATETER VENTRICULAR ISOLADO,"48,60"
702010162,INTRODUTOR F (),"6,00"
702010049,CATETER GUIA F (),"6,00"
702050350,MICRO CATETER (),"1,00"
702050369,MICRO GUIA (),"1,00"
702050423,PARTICULAS DE PVA (FRASCO) (),"1,00"
702010138,ESPIRAIS DE PLATINA DESCARTAVEIS (),"1,00"
702010170,MICRO CATETER FLUXO DEPENDENTE (),"1,00"
702010189,MICRO CATETER PARA BALAO (),"1,00"
702010014,BALAO DESTACAVEL (),"1,00"
702050164,ESPACADOR DE TENDAO,"36,62"
702050539,SUBSTITUTO TEMP. DE PELE (BIOL./SINTE). (POR CM),"2,00"
702050342,INTRODUTOR VALVULADO,"97,48"
702050261,GRAMPEADOR CIRCULAR INTRALUMINAL (),"1,00"
702050504,PROTESE PARA ESOFAGO,"75,47"
702050067,CATETER DE TERMODILUICAO,"237,02"
702050024,CANULA PARA TRAQUEOSTOMIA SEM BALAO,"8,93"
702050571,TELA INORGANICA DE POLIPROPILENO PEQUENA,"102,00"
702050563,TELA INORGANICA DE POLIPROPILENO MeDIA,"125,00"
702050555,TELA INORGANICA DE POLIPROPILENO GRANDE,"150,00"
702050016,BOMBA CENTRIFUGA DESCARTAVEL PARA USO EM CEC E/OU,"729,56"
702050121,CONJUNTO DESCARTAVEL DE BALAO INTRA-AORTICO,"1.823,94"
702050288,GRAMPEADOR LINEAR CORTANTE (),"1,00"
702050270,GRAMPEADOR LINEAR (),"1,00"
702050580,VALVULA PARA TRATATO DE ASCITE,"1.035,00"
702050075,CATETER DE TERMODILUICAO CONTINUA (),"1,00"
702050040,CARGA PARA GRAMPEADOR LINEAR CORTANTE,"254,00"
702050032,CARGA PARA GRAMPEADOR LINEAR,"254,00"
702050547,TELA INORGANICA DE POLIPROPILENO COM SISTEMA DUPLO,"260,00"
702050091,CATETER PARA ACESSO VENOSO CENTRAL SEMI OU TOTALM,"204,00"
702090042,"PROTESE VOCAL POS LARINGECTOMIA, COM ADAPTADORES ","375,00"
702090034,PROTESE PARA IMPLANTE COCLEAR MULTICANAL (),"1,00"
702110035,PLACA TERMOMOLDAVEL - MEMBRO SUPERIOR (),"1,00"
702110027,PLACA TERMOMOLDAVEL - MEMBRO INFERIOR (),"1,00"
702110019,PLACA TERMOMOLDAVEL - CERVICAL (),"1,00"
702120022,LIQUIDO DE PRESERVACAO DE ORGAOS PARA TRANPLANTE,"615,00"
702120057,LIQUIDO DE PRESERVACAO DE ORGAOS PARA TRANSPLANTE,"35,00"
702120065,LIQUIDO DE PRESERVACAO DE ORGAOS P TRANPLANTE DE C,"148,00"
702120014,LIQUIDO DE PRESERVACAO DE ORGAOS P TRANSPLANTE DE,"35,00"
702120049,LIQUIDO DE PRESERVACAO DE ORGAOS P TRANSPLANTE DE,"81,00"
702120030,LIQ. DE PRESERV. DE ORGAO P/ ENXERTO PANCREATICO (,"1,00"
702120030,LIQUIDO PRESERVACAO ORGAOS P/TRANSPLANTE PANCRE,"615,00"
212010026,CRIOPRECITADO DE FATOR VIII,"17,04"
212010026,CONCENTRADO DE PLAQUETAS DE  UNID DE SANGUE TOTA,"1,00"
212010026,SANGUE TOTAL IRRADIADO OU COMPONENTES IRRADIADOS,"17,04"
306020122,SANGUE TOTAL IRRADIADO OU COMPONENTES IRRADIADOS,"17,04"
212010026,CONCENTRADO DE LEUCOCITOS DE  UNID SANGUE TOTAL,"1,00"
212010034,CONCENTRADO DE LEUCOCITOS DE  UNID SANGUE TOTAL,"1,00"
212010026,PLASMA INDIVIDUAL,"17,04"
212010026,CONCENTRADO DE HEMACIAS,"17,04"
212010034,CONCENTRADO DE HEMACIAS,"17,04"
212010026,UNIDADE DE SANGUE TOTAL,"17,04"
212010034,UNIDADE DE SANGUE TOTAL,"17,04"
306020017,PLASMAFERESE TERAP CORR A  UNID ADULT PLASMA INDI,"1,00"
306020041,SANGRIA TERAPEUTICA,"4,70"
306020050,MODULO TRANSFUSIONAL,"8,39"
306020068,MODULO TRANSFUSIONAL,"8,39"
306020076,MODULO TRANSFUSIONAL,"8,39"
306020084,MODULO TRANSFUSIONAL,"8,39"
306020106,MODULO TRANSFUSIONAL,"8,39"
306020114,MODULO TRANSFUSIONAL,"8,39"
306020149,MODULO TRANSFUSIONAL,"8,39"
310010020,ATENDIMENTO AO RN NA SALA DE PARTO,"44,64"
801010039,INCENTIVO AO PARTO COMPONENTE I - INCENTIVO A ASSISTE,"70,00"
310010020,ATENDIMENTO AO RN EM SALA DE PARTO II,"70,00"
417010028,ANALGESIA OBSTETRICA REALIZADA POR ANESTESIA I,"52,50"
301010145,PEDIATRA PRIMEIRA CONSULTA,"8,75"
417010010,ANALGESIA OBSTETRICA REALIZADA POR ANESTESIA II,"66,50"
417010036,ANALGESIA OBSTETRICA REALIZADA POR ANESTESISTA III,"105,00"
214010040,TESTE RAPIDO PARA TRIAGEM DE INFECCAO PELO HIV (POR,"10,00"
214010058,TESTE RAPIDO PARA TRIAGEM DE INFECCAO PELO HIV (POR,"10,00"
202031098,MICROHEMAGLUTINACAO PARA O TREPONEMA PALLIDUM PA,"5,00"
802010083,DIARIA DE UTI II / MES INICIAL,"812,10"
802010083,DIARIA DE UTI II / MES ANTERIOR,"812,10"
802010083,DIARIA DE UTI II / MES ALTA,"812,10"
802010091,DIARIA DE UTI III / MES INICIAL,"812,10"
802010091,DIARIA DE UTI III / MES ANTERIOR,"812,10"
802010091,DIARIA DE UTI III / MES ALTA,"812,10"
802010130,DIARIA DE UTI III - NEONATAL / MES INICIAL,"812,10"
802010130,DIARIA DE UTI III - NEONATAL,"812,10"
802010130,DIARIA DE UTI III - NEONATAL,"812,10"
802010121,DIARIA DE UTI II NEONATAL / MES INICIAL,"812,10"
802010121,DIARIA DE UTI II NEONATAL / MES ANTERIOR,"812,10"
802010121,DIARIA DE UTI II NEONATAL / MES ALTA,"812,10"
802010156,DIARIA DE UTI II PEDIATRICA / MES INICIAL,"812,10"
802010156,DIARIA DE UTI II PEDIATRICA / MES ANTERIOR,"812,10"
802010156,DIARIA DE UTI II PEDIATRICA / MES ALTA,"812,10"
802010075,DIARIA DE UTI III PEDIATRICA / MES INICIAL,"812,10"
802010075,DIARIA DE UTI III PEDIATRICA / MES ANTERIOR,"812,10"
802010075,DIARIA DE UTI III PEDIATRICA / MES ALTA,"812,10"
802010067,DIARIA DE UNIDADE DE CUIDADOS INTERMEDIARIOS NEONAT,"123,20"
802010067,DIARIA DE UNIDADE DE CUIDADOS INTERMEDIARIOS NEONAT,"123,20"
802010067,DIARIA DE UNIDADE DE CUIDADOS INTERMEDIARIOS NEONAT,"123,20"
802010113,DIARIA DE UTI DE QUEIMADOS INICIAL,"287,70"
802010113,DIARIA DE UTI DE QUEIMADOS / MES ANTERIOR,"287,70"
802010113,DIARIA DE UTI DE QUEIMADOS / MES DA ALTA,"287,70"
503040045,DIARIA DE UTI DE POSSIVEL DOADOR DE ORGAOS - MENOR D,"812,10"
503040045,DIARIA DE UTI DE POSSIVEL DOADOR DE ORGAOS - MAIOR DE,"812,10"
211020028,ESTUDO HEMODINAMICO INFANTIL,"823,11"
210010010,ANGIOGRAFIA CEREBRAL BILATERAL,"314,06"
210010134,ARTERIOGRAFIAS SELETIVAS,"314,06"
210010070,ARTERIOGRAFIA DOS MEMBROS,"314,06"
211020010,ESTUDO HEMODINAMICO,"823,11"
210010134,ARTERIOGRAFIA DE CAROTIDA UNILATERAL,"212,82"
210010134,ARTERIOGRAFIA DE CAROTIDA BILATERAL,"245,00"
210010150,ARTERIOGRAFIA VERTEBRAL,"314,06"
210010061,ARTERIOGRAFIA CERVICO-TORACICA,"314,06"
210010045,AORTOGRAFIA,"298,27"
210010053,AORTOGRAFIA,"298,27"
210010126,AORTOGRAFIA,"298,27"
210010169,ESPLENOPORTOGRAFIA,"240,00"
206010028,TOMOGRAFIA COMPUTADORIZADA I (CRANIO E COLUNA),"228,33"
206010036,TOMOGRAFIA COMPUTADORIZADA I (CRANIO E COLUNA),"228,33"
206010060,TOMOGRAFIA COMPUTADORIZADA I (CRANIO E COLUNA),"228,33"
206010079,TOMOGRAFIA COMPUTADORIZADA I (CRANIO E COLUNA),"228,33"
206010028,TOMOGRAFIA COMPUTADORIZADA (CRANIO E COLUNA),"305,36"
206010060,TOMOGRAFIA COMPUTADORIZADA (CRANIO E COLUNA),"305,36"
206010079,TOMOGRAFIA COMPUTADORIZADA (CRANIO E COLUNA),"305,36"
206020031,TOMOGRAFIA COMPUTADORIZADA II (TORAX),"238,70"
206030010,TOMOGRAFIA COMPUTADORIZADA III (ABDOMEN),"452,00"
206030037,TOMOGRAFIA COMPUTADORIZADA III (ABDOMEN),"452,00"
207010064,RESSONANCIA MAGNETICA,"470,31"
207010072,RESSONANCIA MAGNETICA,"470,31"
207030049,COLANGIORESSONANCIA MAGNETICA,"470,31"
418010056,ACESSO PARA HEMODIALISE COM IMPLANTE DE CATETER DE,"156,09"
406010129,COLOCACAO DE BALAO INTRAAORTICO,"45,00"
406010722,INSTALACAO DE CATETER DE TERMODILUICAO,"20,00"
205010040,ULTRA SONOGRAFIA DOPPLER COLORIDO DE VASOS ( ATE,"3,00"
205010032,ECOCARDIOGRAFIA BI-DIMENSIONAL COM OU SEM DOPPLER,"20,48"
205010016,ECOCARDIOGRAFIA DE ESTRESSE,"90,00"
205010024,ECOCARDIOGRAFIA TRANSESOFAGICA,"102,00"
205010024,ECOCARDIOGRAFIA TRANSEOFAGICA TRANSOPERATORIO,"120,00"
210010100,ARTERIOGRAFIA PARA INVESTIGACAO HEMORRAGIA CEREBR,"504,43"
210010118,ARTERIOGRAFIA PARA INVESTIGACAO ISQUEMIA CEREBRAL,"504,33"
210010096,ARTERIOGRAFIA PARA INVESTIGACAO DA DOENCA ARTEREO,"504,33"
208010041,CINTILOGRAFIA DO MIOCARDIO/NECROSE (MINIMO  PROJEC,"3,00"
208010084,CINTILOGRAFIA SINCRONIZADA CAMARAS CARDIACAS - REPO,"139,33"
208010068,CINTILOGRAFIA PARA QUANTIFICACAO DE SHUNT EXTRACAR,"96,80"
208010076,CINTILOGRAFIA SINCRONIZADA CAMARAS CARDIACAS - ESFO,"170,77"
208010033,CINTILOGRAFIA DO MIOCARDIO /PERFUSAO - ESTRESSE (MIN,"336,01"
208010033,CINTILOGRAFIA DO MIOCARDIO/PERFUSAO - REPOUSO (MINIM,"272,21"
204020018,MIELOGRAFIA,"212,85"
208060022,CISTERNOGRAFIA,"212,82"
208010084,VENTRICULOGRAFIA,"212,82"
409010189,LITOTRIPSIA EXTRA-CORPOREA,"301,00"
206010060,TC DE CRANIO EM SERVICO CREDENCIADO EM NEUROCIRUR,"228,00"
206010079,TC DE CRANIO EM SERVICO CREDENCIADO EM NEUROCIRUR,"228,00"
207010064,RNM DE CRANIO EM SERVICO CREDENCIADO DE NEUROCIRU,"470,31"
207010072,RNM DE CRANIO EM SERVICO CREDENCIADO DE NEUROCIRU,"470,31"
207010013,ANGIOGRAFIA POR RNM EM SERVICO CREDENCIADO DE NEU,"525,00"
206010028,TC DE COLUNA EM SERVICO CREDENCIADO DE NEUROCIRUR,"433,75"
206010036,TC DE COLUNA EM SERVICO CREDENCIADO DE NEUROCIRUR,"433,75"
309010101,PASSAGEM SONDA NASO ENTERICA INCLUINDO MATERIAL,"28,00"
309010039,GASTROSTOMIA ENDOSCOPICA PERCUTANEA INCLUINDO MA,"505,00"
309010063,NUTRICAO ENTERAL PEDIATRICA,"20,00"
309010098,NUTRICAO PARENTERAL PEDIATRICA,"45,00"
309010039,GASTROSTOMIA ENDOSCOPICA PERCUTANEA PEDIATRICA IN,"527,50"
309010055,NUTRICAO ENTERAL NEONATAL,"15,00"
309010080,NUTRICAO PARENTERAL NEONATAL,"30,00"
309010047,NUTRICAO ENTERAL ADULTO,"30,00"
309010071,NUTRICAO PARENTERAL ADULTO,"60,00"
303160039,RECEM NATO,"44,19"
802010199,PERMANENCIA MAIOR,"50,50"
603030017,VACINA ANTI-RH,"84,80"
305010131,HEMODIALISE PARA PACIENTES RENAIS AGUDOS,"93,58"
305010034,DIALISE PERITONEAL PARA PACIENTES RENAIS AGUDOS,"93,58"
303070021,HEMOPERFUSAO,"93,58"
305010190,ULTRAFILTRACAO CONTINUA,"93,58"
305010042,HEMODIALISE CONTINUA,"99,96"
305010158,HEMOFILTRACAO CONTINUA,"99,96"
308020014,HEDIAFILTRACAO CONTINUA,"99,96"
305010140,HEMOFILTRACAO,"99,96"
418010072,INSTALACAO DE CATETER DE TENCKHOFF OU SIMILAR DE LO,"196,95"
306020130,EXOSANGUINEOTRANSFUSAO,"53,34"
603020038,CICLOSPORINA SOLUCAO ORAL,"494,55"
603020054,CICLOSPORINA INJETAVEL,"19,16"
603050034,ESTREPTOQUINASE  UI,"250.000,00"
603060013,SURFACTANTE FR/AMP,"826,86"
603020046,CICLOSPORINA  MG - CAPSULAS (BLISTER COM ),"25,00"
603020011,CICLOSPORINA  MG - CAPLSULAS (BLISTER COM ),"50,00"
603020020,CICLOSPORINA  MG - CAPSULAS (BLISTER COM ),"100,00"
603010016,METILPREDNISOLONA  MG - FRASCO - AMPOLA,"500,00"
603020097,"GLOBULINA ANTITIMOCITARIA, OBTIDA/COELHOS: ML/MG ","5,00"
802010040,DIARIA DE ACOMPANHANTE PARA PACIENTES IDOSOS,"15,00"
802010059,DIARIA DE ACOMPANHANTE PARA PACIENTES IDOSOS SEM P,"8,00"
603050018,ABCIXIMAB,"873,00"
802020020,NOTIFICACAO DE CAUSAS EXTERNAS E AGRAVOS,"2,38"
702050105,HISTOACRYL (FRASCO),"500,00"
801010047,INCENTIVO AO REGISTRO CIVIL DE NASCIMENTO,"5,00"
802020011,PERFUSIONISTA,"60,00"
603050026,CLORIDRATO DE TIROFIBAN - QTD,"1,00"
408040211,RETIRADA DE ENXERTO OSSEO AUTOGENO OUTRA VIA DE AC,"40,00"
408040211,RETIRADA DE ENXERTO OSSEO AUTOGENO OUTRA VIA DE AC,"70,00"
408040211,RETIRADA DE ENXERTO OSSEO AUTOGENO - MESMO ACESSO,"10,00"
603040012,ADMINISTRACAO DE INIBIDOR DE LACTACAO EM PUERPERAS,"47,62"
417010044,ANESTESIA PARA PROCEDIMENTOS EM QUEIMADOS,"60,00"
417010052,ANESTESIA PARA PROCEDIMENTOS EM QUEIMADOS,"60,00"
413010074,INTERCORRENCIA DO PACIENTE MEDIO E GRANDE QUEIMADO,"25,00"
501070036,REALIZACAO DE TIPAGEM SANGUINEA - ABO E OUTROS EXAM,"26,25"
501060049,REALIZACAO DE EEG EM POSSIVEL DOADOR DE ORGAOS (DE,"60,00"
501060014,REALIZACAO DE ANGIOGRAFIA CEREBRAL ( VASOS) EM POS,"4,00"
501060030,REALIZACAO DE ECO DOPLER COLORIDO CEREBRAL EM POS,"279,00"
503030015,TAXA DE SALA CIRURGICA E MATERIAIS PARA RETIRADA DE O,"437,50"
503030058,ENUCLEACAO UNILATERAL OU BILATERAL,"150,00"
503030023,RETIRADA DE CORACAO PARA TRANSPLANTE (PRIMEIRO CIR,"450,00"
503030023,RETIRADA DE CORACAO PARA TRANSPLANTE (SEGUNDO CIR,"135,00"
503030074,RETIRADA DE PULMOES PARA TRASNPLANTE (PRIMEIRO CIRU,"900,00"
503030074,RETIRADA DE PULMOES PARA TRANSPLANTE (SEGUNDO CIR,"270,00"
503030082,RETIRADA UNILATERAL/BILATERAL DE RIM PARA TRANSPLAN,"450,00"
503030082,RETIRADA UNILATERAL/BILATERAL DE RIM PARA TRANSPLAN,"135,00"
503030040,RETIRADA DE FIGADO PARA TRANSPLANTE (PRIMEIRO CIRUR,"900,00"
503030040,RETIRADA DE FIGADO PARA TRANSPLANTE (SEGUNDO CIRUR,"270,00"
503040010,COORDENADOR DE SALA CIRURGICA EM RETIRADA DE ORGA,"200,00"
503030066,RETIRADA DE PANCREAS PARA TRANSPLANTE ( PRIMEIRO CI,"900,00"
503030066,RETIRADA DE PANCREAS PARA TRANSPLANTE (SEGUNDO CIR,"270,00"
501060049,EEG EM POSSIVEL DOADOR DE ORGAOS (MENOR DE  ANOS),"2,00"
501060022,CINTILOGRAFIA RADIOISOTOPICA CEREBRAL,"166,25"
503030015,MANUTENCAO HEMODINAMICA DURANTE A RETIRADA DE OR,"350,00"
503030015,MANUTENCAO HEMODINAMICA DE DOADOR PARA RETIRADA,"200,00"
501080031,DOSAGEM DE CICLOSPORINA,"117,04"
501080090,ECOGRAFIA,"21,00"
501080015,BIOPSIA EM PACIENTE TRASNPLANTADO,"61,25"
501080066,RADIOLOGIA EM PACIENTE TRANSPLANTADO,"43,75"
501080023,CD/CD EM PACIENTE TRANSPLANTADO,"4,00"
501080082,MODULO SOROLOGICO EM PACIENTE TRANSPLANTADO,"35,00"
501080074,MODULO MICROBIOLOGICO EM PACIENTE TRANSPLANTADO,"26,25"
506020045,INTERCORRENCIA POS TRANSPLANTE DE RIM,"236,25"
506020045,INTERCORRENCIA POS TRANSPLANTE - OUTROS,"236,25"
501080040,DOSAGEM DE SIROLIMUS,"52,33"
504020013,PROCESSAMENTO DE TECIDO MUSCULOESQUELETICO,"290,00"
504020048,PROCESSAMENTO DE TECIDO MUSCULOESQUELETICO,"590,00"
504020056,PROCESSAMENTO DE TECIDO MUSCULOESQUELETICO,"1.140,00"
504020021,PROCESSAMENTO DE TECIDO MUSCULOESQUELETICO,"1.550,00"
504020030,PROCESSAMENTO DE TECIDO MUSCULOESQUELETICO,"2.210,00"
603080049,CICLOSPORINA MG,"25,00"
603080057,CICLOSPORINA MG,"50,00"
603080030,CICLOSPORINA MG,"100,00"
603080120,METILPREDNISOLONA MG INJ.,"500,00"
603080103,GLOBULINA ANTITIMOCITARIA OBTIDA/COELHOS ML/MG,"5,00"
603080138,MICOFENOLATO MOFETIL  MG - COMPRIMIDOS,"500,00"
603080219,"TACROLIMUS,MG - CAPSULA/MES ","5,00"
603080197,TACROLIMUS MG/ML AMP/MES,"0,50"
603080014,"BASILIXIMAB, MG-AMPOLA/MES ","20,00"
603080022,"CICLOSPORINA, MG CAPSULA/DIA ","10,00"
501080058,DOSAGEM DO TACROLIMUS,"52,33"
603080200,TACROLIMUS MG - CAPSULA/MES,"1,00"
603080081,IMUNOGLOBULINA HIPERIMUNE ANTI-HBS APRESENTACAO F,"1.050,00"
603080065,DACLIZUMAB - APRESENTACAO AMPOLA  MG,"25,00"
603080170,SIROLIMUS  MG/ML - SOLUCAO ORAL,"1,00"
603080146,MICOFENOLATO SODICO  MG - COMPRIMIDOS,"360,00"
603080227,MICOFENOLATO SODICO  MG - COMPRIMIDOS,"180,00"
603080189,SIROLIMUS  MG - DRAGEAS,"2,00"
603080162,SIROLIMUS MG - DRAGEAS,"1,00"
201010470,BIOPSIA DA TIREOIDE,"521,89"
